constituency,name,prdjf_obs,prdjf_proj,prjja_obs,prjja_proj,rx5day_obs,rx5day_proj,txx_obs,txx_proj,t_obs,t_proj
E14001225,Enfield North,3.1882339,9.811413,1.6961304,-2.3979268,-2.3747103,1.7847098,2.4084644,0.87944794,1.0388823,0.755991
E14001226,Epping Forest,1.8845263,9.961211,2.1524327,-1.9839975,-1.3995084,2.906608,2.616146,0.92448807,1.0384989,0.75511456
E14001227,Epsom and Ewell,12.317456,9.824374,1.3320086,-2.734786,-5.458567,2.1346784,2.082487,0.93460274,1.0642176,0.75878143
E14001228,Erewash,-6.083373,8.140398,10.336693,-4.834421,2.878948,-0.61715275,1.893261,0.8616905,0.9537945,0.75799274
E14001229,Erith and Thamesmead,4.023173,10.204294,0.50000113,-2.5547433,-2.8819804,1.7114466,2.447918,0.89356804,1.039465,0.7585068
E14001230,Esher and Walton,10.903439,9.806672,0.4983571,-2.283961,-8.78719,2.462483,2.1144218,0.90616035,1.088067,0.7595329
E14001231,Exeter,8.781774,7.629814,25.191727,-1.7947981,6.663085,0.3088048,-0.2782879,0.8597965,0.6638336,0.73833466
E14001232,Exmouth and Exeter East,4.760377,7.288253,27.169151,-1.8657901,1.451946,-0.21742812,-0.63328457,0.84299374,0.6558175,0.74183464
E14001233,Fareham and Waterlooville,10.1373825,7.798405,4.4293804,-0.6183286,4.7275457,0.9968057,0.7442703,0.923296,0.9425297,0.75844765
E14001234,Farnham and Bordon,-0.72225106,9.143737,-7.6451793,-1.4194332,-6.4614453,1.4246366,1.5780926,0.95443726,0.89101505,0.75878525
E14001235,Faversham and Mid Kent,1.0461838,10.001373,-1.1082124,-1.1505334,-10.506742,4.218775,2.2190022,0.91357946,1.0245967,0.75458264
E14001236,Feltham and Heston,11.600516,9.644432,1.8893964,-2.467,-5.5896497,1.9545803,2.0383778,0.930418,1.1197147,0.76032734
E14001237,Filton and Bradley Stoke,-0.6062387,8.466843,1.9249774,-1.7355535,-5.930199,2.7290714,1.0756512,0.97130775,0.563159,0.7557354
E14001238,Finchley and Golders Green,8.485678,9.673448,-0.8534898,-2.9478312,-8.008878,2.3661466,2.1934261,0.90774536,1.0605288,0.7609577
E14001239,Folkestone and Hythe,12.084303,11.090347,7.8755665,0.585659,-7.485023,4.841321,1.8338051,0.8157425,1.0155196,0.7626934
E14001240,Forest of Dean,-2.4140868,8.60132,3.3191667,-2.2828872,3.0298178,1.2078453,1.2430016,0.95564806,0.6394409,0.7539385
E14001241,Frome and East Somerset,2.036138,7.6600757,4.309665,-1.4257996,-3.8683083,0.7195171,1.1603265,0.99652386,0.71402264,0.75256467
E14001242,Fylde,9.565457,7.5240173,5.7386994,-5.1276016,1.0426755,1.59909,1.1531906,0.6671181,0.7747965,0.7417278
E14001243,Gainsborough,-2.4992762,8.546126,7.4007688,-3.9399405,2.5301769,1.7151124,1.8169371,0.77274704,1.0326747,0.7468716
E14001244,Gateshead Central and Whickham,-9.336228,8.284847,9.835342,-1.7171257,15.525176,3.6993098,0.828516,0.5601845,0.86472225,0.74545383
E14001245,Gedling,-5.402641,8.781287,8.864116,-3.969942,2.3659613,-1.0502353,2.1296234,0.8761616,1.0741911,0.7540693
E14001246,Gillingham and Rainham,1.2174078,9.936604,-2.5083373,-2.317847,-9.519323,3.0619097,2.3993492,0.9636364,1.0314093,0.75595856
E14001247,Glastonbury and Somerton,-1.2954305,8.261268,2.0883293,-2.125006,-4.112875,0.87032485,1.0499516,1.0233669,0.68140125,0.7532606
E14001248,Gloucester,2.1157427,8.708592,5.139946,-2.5721166,4.466434,1.5236104,1.406023,0.9485817,0.7718706,0.7519083
E14001249,Godalming and Ash,9.669097,9.391412,-0.2664745,-1.9703574,2.1351428,1.3590508,1.7972654,0.951184,0.9904747,0.75939053
E14001250,Goole and Pocklington,-2.5578647,8.26192,8.302332,-2.4245872,4.1802,2.590923,1.8241675,0.7138337,0.9503268,0.745477
E14001251,Gorton and Denton,14.96359,5.9035788,5.5889716,-4.783612,-2.3304913,-0.028608983,1.5020828,0.73410034,0.7374201,0.7413988
E14001252,Gosport,9.686472,9.418354,5.670939,1.1224192,2.1083968,2.8271353,0.6298828,0.84285927,0.88881207,0.75878143
E14001253,Grantham and Bourne,-3.3060946,9.30224,7.0136614,-3.894719,8.6171665,-0.94402885,2.3444786,0.8757542,1.1184057,0.75271034
E14001254,Gravesham,-0.2379905,10.698044,-3.3924506,-1.4307753,-8.077964,3.1564448,2.387045,0.891346,1.011775,0.75403595
E14001255,Great Grimsby and Cleethorpes,-1.4316336,7.9948554,8.481979,-2.882551,-0.67033696,0.31725895,1.3993816,0.6876297,0.89614487,0.7427101
E14001256,Great Yarmouth,6.488214,10.246361,14.753975,-1.3169979,8.000837,2.8046176,1.1643562,0.67184764,1.1712309,0.7611828
E14001257,Greenwich and Woolwich,4.023173,10.204294,0.50000113,-2.5547433,-2.8819804,1.7114466,2.447918,0.89356804,1.039465,0.7585068
E14001258,Guildford,11.547911,9.742715,0.79914397,-2.45031,-5.579752,1.7545668,1.9932289,0.9413452,1.0664253,0.75900936
E14001259,Hackney North and Stoke Newington,3.1795316,10.020408,-1.3573028,-2.1105087,-5.926055,2.881684,2.3041344,0.8914833,1.0387592,0.7584171
E14001260,Hackney South and Shoreditch,3.1795316,10.020408,-1.3573028,-2.1105087,-5.926055,2.881684,2.3041344,0.8914833,1.0387592,0.7584171
E14001261,Halesowen,0.046183325,8.575574,4.889543,-4.637172,5.9964337,-0.36580002,0.78323555,0.8977604,0.7299986,0.75487614
E14001262,Halifax,9.386687,6.349127,6.0785413,-2.6913133,9.909005,1.2958363,1.4343758,0.7327328,0.9766469,0.7500396
E14001263,Hamble Valley,7.947384,9.310241,5.1232543,0.77781093,-0.7695594,2.8880591,0.76377106,0.8098316,0.8316803,0.7540808
E14001264,Hammersmith and Chiswick,8.737862,9.995041,-0.69091016,-2.8330176,-8.9995775,2.6782105,2.2188148,0.9055519,1.0616999,0.76114464
E14001265,Hampstead and Highgate,8.485678,9.673448,-0.8534898,-2.9478312,-8.008878,2.3661466,2.1934261,0.90774536,1.0605288,0.7609577
E14001266,"Harborough, Oadby and Wigston",-1.1618304,9.409456,7.2875757,-4.077482,7.782406,-0.77593625,2.1555014,0.87839985,1.0983543,0.75064516
E14001267,Harlow,2.6086633,9.886063,2.9151828,-1.9864072,-1.963177,2.2164035,2.7497082,0.9441509,1.0525379,0.7541151
E14001268,Harpenden and Berkhamsted,6.6846037,8.943487,6.914303,-2.7986634,4.607143,0.40571064,2.0157065,0.8826537,1.0874758,0.75431395
E14001269,Harrogate and Knaresborough,1.0105212,8.382826,3.4837723,-1.7320622,14.030472,3.8201873,1.7509441,0.7449436,0.9231949,0.75636005
E14001270,Harrow East,12.4075575,9.422693,1.7219715,-3.0570376,-5.764505,1.6825324,2.0960293,0.9173527,1.090373,0.759737
E14001271,Harrow West,12.4075575,9.422693,1.7219715,-3.0570376,-5.764505,1.6825324,2.0960293,0.9173527,1.090373,0.759737
E14001272,Hartlepool,-9.356968,8.804594,5.818784,-2.761195,5.177559,0.6358567,1.273016,0.5309353,0.8835411,0.74881554
E14001273,Harwich and North Essex,4.6460633,10.378024,11.867901,-1.7219778,1.6320137,1.0516213,1.7782558,0.7921012,0.9163535,0.75502014
E14001274,Hastings and Rye,10.374557,11.166838,7.1622834,0.4352054,-4.920637,3.9511957,1.7394218,0.82375336,0.9851618,0.75985336
E14001275,Havant,14.697507,9.412945,10.804338,1.0185508,7.962048,2.109575,0.8062496,0.78992844,1.0066376,0.76065254
E14001276,Hayes and Harlington,11.600516,9.644432,1.8893964,-2.467,-5.5896497,1.9545803,2.0383778,0.930418,1.1197147,0.76032734
E14001277,Hazel Grove,13.792019,5.730605,7.545823,-5.013533,2.8044434,-0.51169723,1.5828114,0.71780396,0.8307123,0.74478006
E14001278,Hemel Hempstead,9.801369,8.925651,6.4317465,-2.651932,0.57723993,0.5227383,1.9045906,0.8857231,1.0881653,0.75773716
E14001279,Hendon,8.485678,9.673448,-0.8534898,-2.9478312,-8.008878,2.3661466,2.1934261,0.90774536,1.0605288,0.7609577
E14001280,Henley and Thame,5.596542,8.543842,-4.164774,-2.9167695,0.6679545,0.2710986,1.7583742,0.9347763,1.2041912,0.7573657
E14001281,Hereford and South Herefordshire,-1.145807,8.1863,2.2988384,-1.5470121,6.2266607,1.6135832,0.95349205,0.9576225,0.6467427,0.75568074
E14001282,Herne Bay and Sandwich,14.021437,10.374706,7.255366,2.3455052,-11.271067,7.531912,2.2234707,0.8155956,0.97156525,0.7599802
E14001283,Hertford and Stortford,2.073312,9.665661,4.1068635,-2.0364065,-0.010980174,1.8660223,2.6449213,0.897583,1.0546808,0.7542114
E14001284,Hertsmere,7.3535643,9.526951,5.090122,-2.684898,-0.8166512,1.8579438,2.109766,0.8994112,1.0566545,0.75651217
E14001285,Hexham,3.5471692,6.197375,6.9818377,-1.6795273,14.21263,2.9387581,0.731073,0.6581636,0.85727054,0.7522439
E14001286,Heywood and Middleton North,15.675253,4.996522,5.677306,-3.585171,3.5625796,0.35833842,1.3667316,0.73766136,0.8789444,0.7473974
E14001287,High Peak,7.519724,5.204312,7.900178,-4.547107,4.9087925,-0.18974274,1.7456703,0.7287059,0.9737011,0.7521293
E14001288,Hinckley and Bosworth,-2.1955657,9.166642,9.042353,-4.76073,8.006423,-1.1357539,1.9711914,0.8553009,0.9418206,0.7504902
E14001289,Hitchin,1.779199,9.343829,6.8284025,-2.4935217,2.7965765,-0.98815334,2.4856606,0.89019775,1.0764542,0.7532134
E14001290,Holborn and St Pancras,8.485678,9.673448,-0.8534898,-2.9478312,-8.008878,2.3661466,2.1934261,0.90774536,1.0605288,0.7609577
E14001291,Honiton and Sidmouth,4.3822403,6.518425,23.753658,-2.62321,10.60115,-0.32343352,-0.03824091,0.90669346,0.66858053,0.7460027
E14001292,Hornchurch and Upminster,1.5361732,10.428472,-1.2796042,-2.2393658,-6.1015325,2.2918944,2.4274406,0.9182091,1.020072,0.75545025
E14001293,Hornsey and Friern Barnet,8.485678,9.673448,-0.8534898,-2.9478312,-8.008878,2.3661466,2.1934261,0.90774536,1.0605288,0.7609577
E14001294,Horsham,14.585605,9.30433,4.6561337,-1.9923093,3.348847,2.1250534,1.785986,0.9640217,1.0161252,0.75990057
E14001295,Houghton and Sunderland South,-7.12004,8.103305,6.9345512,-3.3927374,4.110556,0.68382615,1.1326809,0.4768734,0.8831558,0.74568176
E14001296,Hove and Portslade,11.30111,10.6320305,9.423217,-1.2685004,-0.6196894,3.8640082,1.6174488,0.85505676,1.0282764,0.75805664
E14001297,Huddersfield,4.5435047,6.857253,6.046875,-2.1478593,8.725455,0.5848499,1.5432949,0.7338562,0.94476795,0.7494283
E14001298,Huntingdon,8.232849,9.992261,10.237256,-3.5532062,14.216319,-1.6959667,2.1798017,0.88644916,1.1381997,0.7572753
E14001299,Hyndburn,15.877436,4.514615,5.5394616,-4.4290338,4.3596125,0.1936991,1.0765285,0.7387905,0.98016596,0.7489834
E14001300,Ilford North,0.3380348,10.147084,-0.7710945,-1.814194,-4.381457,3.3255205,2.4181328,0.90006065,1.0286427,0.75687695
E14001301,Ilford South,0.3380348,10.147084,-0.7710945,-1.814194,-4.381457,3.3255205,2.4181328,0.90006065,1.0286427,0.75687695
E14001302,Ipswich,6.3178988,10.149903,17.697617,-1.775625,2.7173712,1.6006805,1.9976234,0.7781353,0.97845554,0.75418854
E14001303,Isle of Wight East,7.0471606,10.412561,4.6579,0.6844017,2.225379,3.7678897,0.33827972,0.90294075,0.9214077,0.7552147
E14001304,Isle of Wight West,6.6659307,10.208164,4.6947355,0.60075974,0.23328997,2.4326582,0.38457012,0.84261703,0.8995528,0.7541499
E14001305,Islington North,3.1795316,10.020408,-1.3573028,-2.1105087,-5.926055,2.881684,2.3041344,0.8914833,1.0387592,0.7584171
E14001306,Islington South and Finsbury,3.1795316,10.020408,-1.3573028,-2.1105087,-5.926055,2.881684,2.3041344,0.8914833,1.0387592,0.7584171
E14001307,Jarrow and Gateshead East,-8.890519,8.444807,11.381329,-2.3284214,16.879833,3.1671062,0.8190422,0.5026245,0.8635235,0.74226665
E14001308,Keighley and Ilkley,11.349109,6.432577,6.576615,-2.3395069,15.894119,2.9835176,1.330686,0.70877075,0.96942616,0.75222874
E14001309,Kenilworth and Southam,3.0603688,9.490887,4.616168,-3.754457,3.9521892,-0.77323246,2.0223184,0.89366454,1.0247955,0.75275403
E14001310,Kensington and Bayswater,8.485678,9.673448,-0.8534898,-2.9478312,-8.008878,2.3661466,2.1934261,0.90774536,1.0605288,0.7609577
E14001311,Kettering,-0.18720864,9.822613,5.850131,-3.7830174,12.915115,-0.32983404,2.444044,0.8862591,1.1120696,0.75542927
E14001312,Kingston and Surbiton,10.903439,9.806672,0.4983571,-2.283961,-8.78719,2.462483,2.1144218,0.90616035,1.088067,0.7595329
E14001313,Kingston upon Hull East,-2.5274782,7.980838,8.326628,-3.0151896,0.6177419,2.3295577,1.0536785,0.67629814,0.8149729,0.74045753
E14001314,Kingston upon Hull North and Cottingham,-2.575155,7.9524527,8.3315735,-2.5877955,0.9728019,2.3380854,1.3223629,0.66571045,0.838954,0.7415943
E14001315,Kingston upon Hull West and Haltemprice,-2.1468108,8.083878,10.948647,-2.8747475,1.3116565,2.9557369,1.5404949,0.63614464,0.87060165,0.7432852
E14001316,Kingswinford and South Staffordshire,-2.6144662,9.170919,5.679842,-4.14908,3.2882395,-0.022793282,1.0599442,0.9144726,0.7180743,0.7531862
E14001317,Knowsley,7.990756,7.2056904,7.652563,-3.6397722,0.47471765,5.394812,1.0819645,0.7836933,0.6967573,0.74606514
E14001318,Lancaster and Wyre,13.267774,7.150692,5.300623,-5.1006017,4.216804,2.0155063,1.2374344,0.60955715,0.84256506,0.74239075
E14001319,Leeds Central and Headingley,-1.7924955,8.059666,5.58631,-1.7711567,9.246525,2.8693185,1.9528961,0.755661,0.94616127,0.7527771
E14001320,Leeds East,-1.1852592,8.247792,7.4697165,-1.9775052,10.946598,2.6889832,2.137371,0.7445011,0.95029354,0.75162506
E14001321,Leeds North East,-1.7924955,8.059666,5.58631,-1.7711567,9.246525,2.8693185,1.9528961,0.755661,0.94616127,0.7527771
E14001322,Leeds North West,2.2707722,7.327954,5.8444104,-2.0147812,10.339933,2.1858199,1.7151031,0.7429638,0.9503517,0.7507057
E14001323,Leeds South,-1.7924955,8.059666,5.58631,-1.7711567,9.246525,2.8693185,1.9528961,0.755661,0.94616127,0.7527771
E14001324,Leeds South West and Morley,-1.7924955,8.059666,5.58631,-1.7711567,9.246525,2.8693185,1.9528961,0.755661,0.94616127,0.7527771
E14001325,Leeds West and Pudsey,2.2707722,7.327954,5.8444104,-2.0147812,10.339933,2.1858199,1.7151031,0.7429638,0.9503517,0.7507057
E14001326,Leicester East,-2.3071518,9.175158,8.642414,-3.7909076,4.4270253,-0.40991333,2.0262375,0.8663559,1.0754929,0.74954224
E14001327,Leicester South,-1.0169986,9.445855,7.9077086,-4.1337004,6.5673733,-0.7100248,2.0941734,0.8734913,1.0866919,0.7500868
E14001328,Leicester West,-2.4435377,8.745777,9.688844,-4.6197762,4.070759,-1.2572399,1.8885422,0.86623573,1.0460577,0.7502308
E14001329,Leigh and Atherton,7.770656,5.607269,4.383216,-4.6409793,-3.8624763,2.2341726,1.2555676,0.80187225,0.73678017,0.74748707
E14001330,Lewes,12.592801,10.353078,8.190798,-1.2942498,-3.0815904,3.8734388,1.6341228,0.86034966,1.0229146,0.7564666
E14001331,Lewisham East,5.403718,10.128312,-0.2817704,-2.5151255,-4.34311,2.467931,2.3610039,0.8864269,1.0457821,0.7603445
E14001332,Lewisham North,5.403718,10.128312,-0.2817704,-2.5151255,-4.34311,2.467931,2.3610039,0.8864269,1.0457821,0.7603445
E14001333,Lewisham West and East Dulwich,5.403718,10.128312,-0.2817704,-2.5151255,-4.34311,2.467931,2.3610039,0.8864269,1.0457821,0.7603445
E14001334,Leyton and Wanstead,0.3380348,10.147084,-0.7710945,-1.814194,-4.381457,3.3255205,2.4181328,0.90006065,1.0286427,0.75687695
E14001335,Lichfield,-3.1534214,8.504322,6.356476,-4.516175,3.6691718,-0.03005457,1.6007247,0.8522601,0.8209083,0.75134706
E14001336,Lincoln,-2.5173566,9.01844,1.0165744,-3.6119316,-0.85774183,1.027331,2.014225,0.85599136,1.1486683,0.75193596
E14001337,Liverpool Garston,5.1164994,8.234981,8.769938,-3.1347961,-1.0232824,6.239737,0.9589844,0.7451744,0.66152,0.7463093
E14001338,Liverpool Riverside,7.8962846,7.624796,8.245913,-3.1706583,1.3131512,6.2417703,0.95905113,0.7888794,0.66785145,0.74180126
E14001339,Liverpool Walton,7.8962846,7.624796,8.245913,-3.1706583,1.3131512,6.2417703,0.95905113,0.7888794,0.66785145,0.74180126
E14001340,Liverpool Wavertree,7.8962846,7.624796,8.245913,-3.1706583,1.3131512,6.2417703,0.95905113,0.7888794,0.66785145,0.74180126
E14001341,Liverpool West Derby,7.8962846,7.624796,8.245913,-3.1706583,1.3131512,6.2417703,0.95905113,0.7888794,0.66785145,0.74180126
E14001342,Loughborough,-3.9659982,8.862323,9.16708,-4.1384826,4.892665,-1.0089076,2.122429,0.86107254,1.0672226,0.7511482
E14001343,Louth and Horncastle,-1.4244361,8.307819,7.526941,-3.7299535,3.3119707,0.042587172,1.6328686,0.68955404,0.983857,0.74627805
E14001344,Lowestoft,7.674455,10.23835,16.431448,-2.248452,3.232519,-0.27242,1.3510904,0.69414616,1.151288,0.75655365
E14001345,Luton North,2.980874,9.324273,6.747643,-2.6303985,4.069334,-1.0192361,2.3060875,0.8780899,1.0797825,0.75291824
E14001346,Luton South and South Bedfordshire,5.1294503,8.873948,7.924337,-2.7308924,4.081727,-0.006181483,2.037468,0.8789177,1.0742388,0.75473785
E14001347,Macclesfield,9.688934,6.1793256,5.427638,-5.6695633,3.730989,-0.6104728,1.3294606,0.7291336,0.8108187,0.742785
E14001348,Maidenhead,4.845593,9.242549,-2.804632,-1.9060642,4.4233956,0.8674448,1.7886391,0.908556,1.0990887,0.7599125
E14001349,Maidstone and Malling,2.1130006,10.11043,-2.0429585,-2.2519639,-7.681386,2.64715,2.4107094,0.98557854,1.0305691,0.75611115
E14001350,Makerfield,10.947861,6.00852,4.8509326,-4.90055,0.52226895,1.8543214,1.2479496,0.7760315,0.7908354,0.74613476
E14001351,Maldon,-2.6833723,10.6268635,-0.86899394,-1.3865364,-7.7828093,2.6815403,2.2357554,0.8694328,0.9730011,0.75413954
E14001352,Manchester Central,14.96359,5.9035788,5.5889716,-4.783612,-2.3304913,-0.028608983,1.5020828,0.73410034,0.7374201,0.7413988
E14001353,Manchester Rusholme,14.96359,5.9035788,5.5889716,-4.783612,-2.3304913,-0.028608983,1.5020828,0.73410034,0.7374201,0.7413988
E14001354,Manchester Withington,12.730968,5.3430924,4.2195516,-5.184685,-4.027217,-0.107769564,1.4054031,0.77648735,0.71337223,0.74258137
E14001355,Mansfield,-1.0407646,8.271686,14.173262,-2.8708627,1.976857,0.5811606,1.78545,0.83709526,1.1699028,0.75399494
E14001356,Melksham and Devizes,5.697692,7.5562315,9.2904005,-1.7265246,2.3123558,0.17415352,1.4636393,0.9883375,0.92672825,0.75491905
E14001357,Melton and Syston,-3.0837746,9.103387,7.621714,-3.7275276,7.968093,-0.27513713,2.2458704,0.8756736,1.1164333,0.7507395
E14001358,Meriden and Solihull East,0.20133075,9.151639,5.211838,-4.4168925,5.6591663,-1.1138333,1.8681965,0.9029846,0.87790203,0.75427055
E14001359,Mid Bedfordshire,1.5643096,9.673386,4.7506776,-2.5342743,5.14418,-1.3749675,2.4388237,0.86789703,1.0849355,0.75274533
E14001360,Mid Buckinghamshire,8.699286,8.860352,1.3805919,-2.924118,3.083612,0.5573823,1.8682754,0.91419715,1.1323704,0.7552675
E14001361,Mid Cheshire,4.829417,7.974906,5.2100906,-4.7830305,-0.6784204,1.7313077,1.2327309,0.78689003,0.68428516,0.7401967
E14001362,Mid Derbyshire,-5.172677,7.4340525,8.600492,-4.9007664,3.1837628,-0.6604745,1.7170582,0.8462448,0.89678574,0.75703335
E14001363,Mid Dorset and North Poole,6.3632507,8.259528,7.3218675,0.3430926,-2.0194633,2.9984763,1.1621094,0.8745524,0.80896443,0.75376034
E14001364,Mid Leicestershire,-2.1080904,8.611366,10.015578,-4.9895763,5.295837,-1.5538098,1.8760576,0.8583231,1.0313158,0.7505255
E14001365,Mid Norfolk,10.036578,9.945541,20.763407,-2.4595463,14.388617,0.37652007,1.5575153,0.80641395,1.1017134,0.7551862
E14001366,Mid Sussex,12.449657,9.707086,8.253647,-2.3192978,-0.18027513,1.8093175,1.6081066,0.9146118,1.0228233,0.7583065
E14001367,Middlesbrough and Thornaby East,-9.514285,9.710237,6.3008895,-1.9158192,10.263668,4.2084837,1.4274731,0.6010399,0.8984451,0.7461548
E14001368,Middlesbrough South and East Cleveland,-8.128202,9.14753,7.476648,-1.2799844,20.069857,5.1616173,1.3547201,0.54535675,0.9251981,0.7423768
E14001369,Milton Keynes Central,2.3352606,9.84201,3.6541424,-2.7905655,5.0815425,-1.3327107,2.3712883,0.8692684,1.0867453,0.753459
E14001370,Milton Keynes North,2.2277894,9.780665,4.0352745,-2.8792028,5.918129,-1.065754,2.3768013,0.8684654,1.0917438,0.7536656
E14001371,Mitcham and Morden,8.737862,9.995041,-0.69091016,-2.8330176,-8.9995775,2.6782105,2.2188148,0.9055519,1.0616999,0.76114464
E14001372,Morecambe and Lunesdale,22.817575,4.4399867,5.7488217,-4.969802,16.81418,2.0121899,1.02361,0.633861,0.8894634,0.7480741
E14001373,New Forest East,7.4486423,8.667608,5.4314494,0.042916,-1.8350236,2.950548,0.8578129,0.8700452,0.82416034,0.7555294
E14001374,New Forest West,7.7908993,7.9420967,7.391557,-0.9283492,-0.15361094,2.6934063,0.92686653,0.9491005,0.87833214,0.75720596
E14001375,Newark,-3.6482642,9.08447,6.7758083,-3.0624478,0.5859019,0.5577139,2.277881,0.86402446,1.168293,0.75256854
E14001376,Newbury,4.15579,8.332342,-0.5892321,-1.9419844,1.2204115,0.9312164,1.5778637,0.9564104,1.1506963,0.7577057
E14001377,Newcastle upon Tyne Central and West,-9.336228,8.284847,9.835342,-1.7171257,15.525176,3.6993098,0.828516,0.5601845,0.86472225,0.74545383
E14001378,Newcastle upon Tyne East and Wallsend,-8.890519,8.444807,11.381329,-2.3284214,16.879833,3.1671062,0.8190422,0.5026245,0.8635235,0.74226665
E14001379,Newcastle upon Tyne North,-8.264331,8.03853,12.39554,-2.0181744,15.872398,1.4973034,0.42874336,0.48971367,0.8708525,0.74072456
E14001380,Newcastle-under-Lyme,4.929739,7.845864,5.660574,-4.457982,5.113225,1.9037061,1.2321281,0.7667351,0.80157375,0.7409601
E14001381,Newton Abbot,7.1132407,6.9691906,22.054462,-1.3767265,4.710757,0.32335085,0.19374847,0.8334236,0.67572975,0.73249817
E14001382,Newton Aycliffe and Spennymoor,-6.446492,8.589218,5.573026,-2.9495192,3.0950313,1.1992109,1.3721352,0.59022236,0.8760767,0.7502725
E14001383,Normanton and Hemsworth,-4.9496717,8.519461,8.113247,-1.8746264,8.188996,1.2513137,2.0997715,0.7557583,0.9506588,0.7513828
E14001384,North Bedfordshire,1.8841866,9.689705,5.599509,-2.8315513,6.934868,-1.113108,2.4758518,0.87259483,1.1094189,0.75397664
E14001385,North Cornwall,17.63643,7.235164,29.95783,-2.870783,16.954361,0.3820755,0.38697016,0.91861206,0.73677295,0.73011154
E14001386,North Cotswolds,5.1990523,8.616246,4.720313,-2.629459,5.6944203,0.56132275,1.5499747,0.9414842,0.9213013,0.7527083
