,region,constituency,name,cdd_trend
0,0,,E14001063,-0.10091017931699753
1,1,,E14001064,-0.8180283308029175
2,2,,E14001065,-0.35436373949050903
3,3,,E14001066,-0.7554805874824524
4,4,,E14001067,-0.2459699809551239
5,5,,E14001068,-0.9108759760856628
6,6,,E14001069,-0.11884604394435883
7,7,,E14001070,-0.23296552896499634
8,8,,E14001071,-0.7667858600616455
9,9,,E14001072,-0.6802750825881958
10,10,,E14001073,0.0
11,11,,E14001074,-0.5910311937332153
12,12,,E14001075,0.0
13,13,,E14001076,-0.6482071280479431
14,14,,E14001077,-0.2245890200138092
15,15,,E14001078,0.0
16,16,,E14001079,-0.7674537897109985
17,17,,E14001080,-0.4689955413341522
18,18,,E14001081,0.0
19,19,,E14001082,-0.6406410336494446
20,20,,E14001083,-0.20854896306991577
21,21,,E14001084,0.0
22,22,,E14001085,-0.2956950068473816
23,23,,E14001086,0.0
24,24,,E14001087,-0.3230994641780853
25,25,,E14001088,-0.08267636597156525
26,26,,E14001089,0.0
27,27,,E14001090,-0.46719783544540405
28,28,,E14001091,0.0
29,29,,E14001092,0.0
30,30,,E14001093,0.0
31,31,,E14001094,0.0
32,32,,E14001095,-0.6081430912017822
33,33,,E14001096,-0.5957671403884888
34,34,,E14001097,-0.7000250816345215
35,35,,E14001098,0.0
36,36,,E14001099,0.0
37,37,,E14001100,0.0
38,38,,E14001101,-0.42871737480163574
39,39,,E14001102,0.0
40,40,,E14001103,0.0
41,41,,E14001104,0.0
42,42,,E14001105,-0.6966254115104675
43,43,,E14001106,-0.3577445447444916
44,44,,E14001107,-0.35837727785110474
45,45,,E14001108,0.0
46,46,,E14001109,-0.7735140919685364
47,47,,E14001110,-0.35437315702438354
48,48,,E14001111,0.0
49,49,,E14001112,-0.3565405011177063
50,50,,E14001113,0.0
51,51,,E14001114,-0.6185377240180969
52,52,,E14001115,0.0
53,53,,E14001116,0.0
54,54,,E14001117,-0.43581995368003845
55,55,,E14001118,0.0
56,56,,E14001119,0.0
57,57,,E14001120,-0.41739070415496826
58,58,,E14001121,-0.3268803060054779
59,59,,E14001122,0.0
60,60,,E14001123,0.0
61,61,,E14001124,0.0
62,62,,E14001125,-0.3351317346096039
63,63,,E14001126,-0.25705039501190186
64,64,,E14001127,-0.47064489126205444
65,65,,E14001128,-0.5247042179107666
66,66,,E14001129,0.0
67,67,,E14001130,0.0
68,68,,E14001131,0.0
69,69,,E14001132,0.0
70,70,,E14001133,0.0
71,71,,E14001134,-0.43560275435447693
72,72,,E14001135,-0.30168700218200684
73,73,,E14001136,-0.1386101096868515
74,74,,E14001137,0.0
75,75,,E14001138,-0.5672174096107483
76,76,,E14001139,-0.20382949709892273
77,77,,E14001140,-0.75831139087677
78,78,,E14001141,-0.763275146484375
79,79,,E14001142,-0.4038248658180237
80,80,,E14001143,-0.5803244113922119
81,81,,E14001144,-0.32919639348983765
82,82,,E14001145,0.0
83,83,,E14001146,-0.2392691820859909
84,84,,E14001147,-0.5017310380935669
85,85,,E14001148,-0.4680086672306061
86,86,,E14001149,-0.3248806297779083
87,87,,E14001150,-1.0054281949996948
88,88,,E14001151,-0.06343067437410355
89,89,,E14001152,-0.4496041536331177
90,90,,E14001153,0.0
91,91,,E14001154,0.0
92,92,,E14001155,-0.17413628101348877
93,93,,E14001156,-0.4404264986515045
94,94,,E14001157,0.0
95,95,,E14001158,0.0
96,96,,E14001159,0.0
97,97,,E14001160,0.0
98,98,,E14001161,-0.649407148361206
99,99,,E14001162,-0.6547404527664185
100,100,,E14001163,-0.39859074354171753
101,101,,E14001164,-0.44035330414772034
102,102,,E14001165,0.0
103,103,,E14001166,-0.2579093873500824
104,104,,E14001167,-0.04193927347660065
105,105,,E14001168,-0.3868829607963562
106,106,,E14001169,0.0
107,107,,E14001170,-0.6342689990997314
108,108,,E14001171,-0.5162610411643982
109,109,,E14001172,0.0
110,110,,E14001173,-0.47236689925193787
111,111,,E14001174,-0.12201438844203949
112,112,,E14001175,0.0
113,113,,E14001176,-0.2427019327878952
114,114,,E14001177,-0.48846596479415894
115,115,,E14001178,-0.32787662744522095
116,116,,E14001179,-0.4882511496543884
117,117,,E14001180,0.0
118,118,,E14001181,0.0
119,119,,E14001182,-0.5132603049278259
120,120,,E14001183,-0.10120765119791031
121,121,,E14001184,-0.12105821818113327
122,122,,E14001185,-0.43082189559936523
123,123,,E14001186,0.0
124,124,,E14001187,0.0
125,125,,E14001188,0.0
126,126,,E14001189,-0.37716540694236755
127,127,,E14001190,-0.4917972683906555
128,128,,E14001191,-0.5330660343170166
129,129,,E14001192,-0.5092746019363403
130,130,,E14001193,0.0
131,131,,E14001194,-0.7083544135093689
132,132,,E14001195,-0.46899768710136414
133,133,,E14001196,0.0
134,134,,E14001197,-0.5983090996742249
135,135,,E14001198,-0.6993640661239624
136,136,,E14001199,-0.6692797541618347
137,137,,E14001200,-0.6858170628547668
138,138,,E14001201,-0.27104589343070984
139,139,,E14001202,0.17229950428009033
140,140,,E14001203,-0.41419756412506104
141,141,,E14001204,0.0
142,142,,E14001205,0.0
143,143,,E14001206,-0.6376545429229736
144,144,,E14001207,0.0
145,145,,E14001208,0.0
146,146,,E14001209,-0.6628077030181885
147,147,,E14001210,-0.4220794439315796
148,148,,E14001211,-0.6372861862182617
149,149,,E14001212,-0.17688532173633575
150,150,,E14001213,0.0
151,151,,E14001214,-0.28676873445510864
152,152,,E14001215,-0.23283687233924866
153,153,,E14001216,0.0
154,154,,E14001217,-0.29584503173828125
155,155,,E14001218,0.0
156,156,,E14001219,0.27421069145202637
157,157,,E14001220,-0.2028166651725769
158,158,,E14001221,0.0
159,159,,E14001222,0.0
160,160,,E14001223,0.0
161,161,,E14001224,-0.43187063932418823
162,162,,E14001225,0.0
163,163,,E14001226,-0.1295763999223709
164,164,,E14001227,-0.43345433473587036
165,165,,E14001228,-0.7180955410003662
166,166,,E14001229,-0.2772846221923828
167,167,,E14001230,-0.46163421869277954
168,168,,E14001231,0.0
169,169,,E14001232,-0.12530550360679626
170,170,,E14001233,-0.11262267827987671
171,171,,E14001234,-0.3133436143398285
172,172,,E14001235,-0.2761154770851135
173,173,,E14001236,0.0
174,174,,E14001237,-0.30808982253074646
175,175,,E14001238,-0.4898282587528229
176,176,,E14001239,-0.1077946126461029
177,177,,E14001240,-0.44377782940864563
178,178,,E14001241,-0.41330787539482117
179,179,,E14001242,-0.7247864007949829
180,180,,E14001243,-0.49537599086761475
181,181,,E14001244,0.0
182,182,,E14001245,-0.8240156173706055
183,183,,E14001246,0.0
184,184,,E14001247,-0.2757207453250885
185,185,,E14001248,0.0
186,186,,E14001249,-0.5007951855659485
187,187,,E14001250,-0.5928658246994019
188,188,,E14001251,0.0
189,189,,E14001252,0.0
190,190,,E14001253,-0.6748294830322266
191,191,,E14001254,-0.6205708980560303
192,192,,E14001255,0.0
193,193,,E14001256,0.17129138112068176
194,194,,E14001257,-0.20952638983726501
195,195,,E14001258,-0.002025664085522294
196,196,,E14001259,0.0
197,197,,E14001260,0.0
198,198,,E14001261,0.0
199,199,,E14001262,0.0
200,200,,E14001263,-0.13879340887069702
201,201,,E14001264,-0.5222955346107483
202,202,,E14001265,0.0
203,203,,E14001266,-0.7367184162139893
204,204,,E14001267,-0.3771512508392334
205,205,,E14001268,-0.42403310537338257
206,206,,E14001269,-0.8329713940620422
207,207,,E14001270,-0.5585355758666992
208,208,,E14001271,0.0
209,209,,E14001272,-0.531703770160675
210,210,,E14001273,-0.41392645239830017
211,211,,E14001274,0.0
212,212,,E14001275,0.0
213,213,,E14001276,0.0
214,214,,E14001277,-0.4653078019618988
215,215,,E14001278,-0.6922813653945923
216,216,,E14001279,0.0
217,217,,E14001280,-0.6130827069282532
218,218,,E14001281,-0.29809585213661194
219,219,,E14001282,-0.05376430228352547
220,220,,E14001283,-0.25011521577835083
221,221,,E14001284,-0.468336820602417
222,222,,E14001285,-0.3636234700679779
223,223,,E14001286,-0.25448763370513916
224,224,,E14001287,-0.39172688126564026
225,225,,E14001288,-0.5672308206558228
226,226,,E14001289,-0.2576441764831543
227,227,,E14001290,0.0
228,228,,E14001291,-0.0904492437839508
229,229,,E14001292,-0.1900724470615387
230,230,,E14001293,0.0
231,231,,E14001294,-0.3933669924736023
232,232,,E14001295,0.0
233,233,,E14001296,0.0
234,234,,E14001297,0.0
235,235,,E14001298,-0.48330211639404297
236,236,,E14001299,-0.6400012373924255
237,237,,E14001300,-0.12977471947669983
238,238,,E14001301,0.0
239,239,,E14001302,0.0
240,240,,E14001303,0.0
241,241,,E14001304,-0.09218895435333252
242,242,,E14001305,0.0
243,243,,E14001306,0.0
244,244,,E14001307,0.0
245,245,,E14001308,-0.4866103529930115
246,246,,E14001309,-0.6684523820877075
247,247,,E14001310,-0.47368431091308594
248,248,,E14001311,-0.5616503357887268
249,249,,E14001312,-0.44853585958480835
250,250,,E14001313,0.0
251,251,,E14001314,-0.30271637439727783
252,252,,E14001315,0.0
253,253,,E14001316,-0.5705030560493469
254,254,,E14001317,-0.5746228098869324
255,255,,E14001318,-0.6489025354385376
256,256,,E14001319,0.0
257,257,,E14001320,-0.743229866027832
258,258,,E14001321,0.0
259,259,,E14001322,-0.5003674030303955
260,260,,E14001323,-0.5662084817886353
261,261,,E14001324,0.0
262,262,,E14001325,-0.4053240418434143
263,263,,E14001326,0.0
264,264,,E14001327,0.0
265,265,,E14001328,0.0
266,266,,E14001329,-0.34897610545158386
267,267,,E14001330,0.09603607654571533
268,268,,E14001331,0.0
269,269,,E14001332,0.0
270,270,,E14001333,0.0
271,271,,E14001334,0.0
272,272,,E14001335,-0.67149817943573
273,273,,E14001336,0.0
274,274,,E14001337,0.0
275,275,,E14001338,-0.5280183553695679
276,276,,E14001339,0.0
277,277,,E14001340,-0.5752744078636169
278,278,,E14001341,0.0
279,279,,E14001342,-0.7787946462631226
280,280,,E14001343,-0.6077482104301453
281,281,,E14001344,0.08346302807331085
282,282,,E14001345,-0.3385975658893585
283,283,,E14001346,-0.19241449236869812
284,284,,E14001347,-0.3708629608154297
285,285,,E14001348,-0.6166422963142395
286,286,,E14001349,-0.23871199786663055
287,287,,E14001350,-0.3456425070762634
288,288,,E14001351,-0.12365836650133133
289,289,,E14001352,-0.38722291588783264
290,290,,E14001353,0.0
291,291,,E14001354,0.0
292,292,,E14001355,-0.9373394250869751
293,293,,E14001356,-0.43790799379348755
294,294,,E14001357,-0.7901016473770142
295,295,,E14001358,-0.666452944278717
296,296,,E14001359,-0.5958011746406555
297,297,,E14001360,-0.6712157130241394
298,298,,E14001361,-0.24339604377746582
299,299,,E14001362,-0.5028581619262695
300,300,,E14001363,-0.444404274225235
301,301,,E14001364,-0.5158006548881531
302,302,,E14001365,-0.24311575293540955
303,303,,E14001366,-0.15948130190372467
304,304,,E14001367,0.0
305,305,,E14001368,-0.18274889886379242
306,306,,E14001369,-0.8629518151283264
307,307,,E14001370,-0.7544843554496765
308,308,,E14001371,-0.4562796652317047
309,309,,E14001372,-0.40098705887794495
310,310,,E14001373,-0.13699154555797577
311,311,,E14001374,-0.2828129231929779
312,312,,E14001375,-0.7659096717834473
313,313,,E14001376,-0.49329596757888794
314,314,,E14001377,-0.23935890197753906
315,315,,E14001378,-0.18656885623931885
316,316,,E14001379,0.0
317,317,,E14001380,-0.3013564944267273
318,318,,E14001381,-0.17046742141246796
319,319,,E14001382,-0.4083389341831207
320,320,,E14001383,-0.5889284014701843
321,321,,E14001384,-0.599676251411438
322,322,,E14001385,-0.5261353850364685
323,323,,E14001386,-0.6011303067207336
324,324,,E14001387,-0.3242330253124237
325,325,,E14001388,-0.40833282470703125
326,326,,E14001389,-0.28704744577407837
327,327,,E14001390,-0.5839727520942688
328,328,,E14001391,-0.45177406072616577
329,329,,E14001392,-0.3206247091293335
330,330,,E14001393,-0.19784142076969147
331,331,,E14001394,-0.34296366572380066
332,332,,E14001395,-0.28011849522590637
333,333,,E14001396,-0.10613049566745758
334,334,,E14001397,-0.2754630148410797
335,335,,E14001398,-0.2894826829433441
336,336,,E14001399,-0.3939090371131897
337,337,,E14001400,-0.5680248141288757
338,338,,E14001401,-0.4929320812225342
339,339,,E14001402,-0.22683659195899963
340,340,,E14001403,-0.32485565543174744
341,341,,E14001404,-0.5850132703781128
342,342,,E14001405,-0.29279625415802
343,343,,E14001406,0.0
344,344,,E14001407,-0.4948050379753113
345,345,,E14001408,-0.1421600729227066
346,346,,E14001409,0.0
347,347,,E14001410,0.0
348,348,,E14001411,-0.8243838548660278
349,349,,E14001412,-0.6751694679260254
350,350,,E14001413,-0.4492535889148712
351,351,,E14001414,0.0
352,352,,E14001415,-0.35636577010154724
353,353,,E14001416,0.0
354,354,,E14001417,-0.30610191822052
355,355,,E14001418,-0.45056310296058655
356,356,,E14001419,0.0
357,357,,E14001420,-0.5980619788169861
358,358,,E14001421,0.0
359,359,,E14001422,-0.3701322674751282
360,360,,E14001423,-0.368105411529541
361,361,,E14001424,-0.5731284022331238
362,362,,E14001425,-0.5820801854133606
363,363,,E14001426,-0.390738308429718
364,364,,E14001427,0.0
365,365,,E14001428,-0.5826310515403748
366,366,,E14001429,0.0
367,367,,E14001430,0.0
368,368,,E14001431,0.0
369,369,,E14001432,0.0
370,370,,E14001433,0.0
371,371,,E14001434,0.0
372,372,,E14001435,0.0
373,373,,E14001436,-0.650410532951355
374,374,,E14001437,-0.22866156697273254
375,375,,E14001438,0.0
376,376,,E14001439,-0.42291995882987976
377,377,,E14001440,-0.41942107677459717
378,378,,E14001441,-0.45671403408050537
379,379,,E14001442,-0.37311407923698425
380,380,,E14001443,-0.5797680020332336
381,381,,E14001444,-0.3951973617076874
382,382,,E14001445,0.0
383,383,,E14001446,-0.22324329614639282
384,384,,E14001447,-0.4649851322174072
385,385,,E14001448,0.0
386,386,,E14001449,-0.31161782145500183
387,387,,E14001450,-0.4040515422821045
388,388,,E14001451,-0.7989214658737183
389,389,,E14001452,0.0
390,390,,E14001453,-0.6400846838951111
391,391,,E14001454,-0.6808757185935974
392,392,,E14001455,-0.34749582409858704
393,393,,E14001456,-0.5588802099227905
394,394,,E14001457,-0.6471453309059143
395,395,,E14001458,-0.694542646408081
396,396,,E14001459,-0.36342963576316833
397,397,,E14001460,-0.34050989151000977
398,398,,E14001461,-0.4004071354866028
399,399,,E14001462,-0.6282542943954468
400,400,,E14001463,-0.6801981329917908
401,401,,E14001464,-0.6518617868423462
402,402,,E14001465,-0.32656630873680115
403,403,,E14001466,-0.24840591847896576
404,404,,E14001467,0.0
405,405,,E14001468,-0.1941332221031189
406,406,,E14001469,0.0
407,407,,E14001470,-0.7036798596382141
408,408,,E14001471,-0.7754267454147339
409,409,,E14001472,-0.4651496112346649
410,410,,E14001473,-0.31582534313201904
411,411,,E14001474,-0.024610167369246483
412,412,,E14001475,-0.47319746017456055
413,413,,E14001476,-0.5119370222091675
414,414,,E14001477,-0.6761893630027771
415,415,,E14001478,-0.7492879629135132
416,416,,E14001479,-0.7982107996940613
417,417,,E14001480,-0.5108923316001892
418,418,,E14001481,-0.2753257155418396
419,419,,E14001482,-0.4344295859336853
420,420,,E14001483,-0.6055283546447754
421,421,,E14001484,-0.25974854826927185
422,422,,E14001485,-0.2854045629501343
423,423,,E14001486,-0.246295765042305
424,424,,E14001487,-0.6182001233100891
425,425,,E14001488,-0.5578546524047852
426,426,,E14001489,-0.12191464006900787
427,427,,E14001490,-0.6143103837966919
428,428,,E14001491,-0.6451976299285889
429,429,,E14001492,0.0
430,430,,E14001493,-0.3659009039402008
431,431,,E14001494,-0.24672788381576538
432,432,,E14001495,-0.29116562008857727
433,433,,E14001496,-0.48842114210128784
434,434,,E14001497,-0.5689067244529724
435,435,,E14001498,-0.42897871136665344
436,436,,E14001499,-0.1867435723543167
437,437,,E14001500,0.0
438,438,,E14001501,0.11991710215806961
439,439,,E14001502,0.0
440,440,,E14001503,-0.2226058393716812
441,441,,E14001504,-0.6671682596206665
442,442,,E14001505,0.0
443,443,,E14001506,-0.5290524959564209
444,444,,E14001507,0.0
445,445,,E14001508,-0.24086515605449677
446,446,,E14001509,-0.3209851384162903
447,447,,E14001510,-0.36005350947380066
448,448,,E14001511,-0.6483871936798096
449,449,,E14001512,-0.4551168978214264
450,450,,E14001513,-0.46035557985305786
451,451,,E14001514,-0.41126468777656555
452,452,,E14001515,-0.16261503100395203
453,453,,E14001516,-0.359411358833313
454,454,,E14001517,-0.4039759635925293
455,455,,E14001518,-0.39224928617477417
456,456,,E14001519,-0.4181027412414551
457,457,,E14001520,-0.3396410346031189
458,458,,E14001521,-0.2966676950454712
459,459,,E14001522,-0.2948332726955414
460,460,,E14001523,-0.6090865135192871
461,461,,E14001524,-0.667477548122406
462,462,,E14001525,0.0
463,463,,E14001526,-0.5595311522483826
464,464,,E14001527,-0.3346076011657715
465,465,,E14001528,0.0
466,466,,E14001529,-0.4527536630630493
467,467,,E14001530,-0.3471487760543823
468,468,,E14001531,-0.2534157633781433
469,469,,E14001532,-0.10860675573348999
470,470,,E14001533,-0.1638912707567215
471,471,,E14001534,0.0
472,472,,E14001535,0.0
473,473,,E14001536,-0.3216603398323059
474,474,,E14001537,0.0
475,475,,E14001538,-0.7461495399475098
476,476,,E14001539,-0.41314011812210083
477,477,,E14001540,-0.15097571909427643
478,478,,E14001541,-0.7117211222648621
479,479,,E14001542,-0.5403341054916382
480,480,,E14001543,-0.5577384829521179
481,481,,E14001544,-0.5293609499931335
482,482,,E14001545,-0.3581569492816925
483,483,,E14001546,-0.47133755683898926
484,484,,E14001547,0.0
485,485,,E14001548,-0.2984628677368164
486,486,,E14001549,-0.19992534816265106
487,487,,E14001550,0.0
488,488,,E14001551,0.0
489,489,,E14001552,-0.442791223526001
490,490,,E14001553,0.0
491,491,,E14001554,-0.3287556767463684
492,492,,E14001555,-0.2551345229148865
493,493,,E14001556,0.0
494,494,,E14001557,0.0
495,495,,E14001558,0.0
496,496,,E14001559,0.0
497,497,,E14001560,-0.6228846311569214
498,498,,E14001561,-0.6362757086753845
499,499,,E14001562,-0.9105005860328674
500,500,,E14001563,0.0
501,501,,E14001564,-0.40548932552337646
502,502,,E14001565,0.0
503,503,,E14001566,-0.5552019476890564
504,504,,E14001567,-0.35538363456726074
505,505,,E14001568,0.0
506,506,,E14001569,-0.30565503239631653
507,507,,E14001570,-0.2691793739795685
508,508,,E14001571,-0.48257315158843994
509,509,,E14001572,-0.4004947543144226
510,510,,E14001573,-0.43484729528427124
511,511,,E14001574,0.0
512,512,,E14001575,-0.2258991152048111
513,513,,E14001576,0.0
514,514,,E14001577,-0.6784510612487793
515,515,,E14001578,-0.2832927405834198
516,516,,E14001579,-0.38461390137672424
517,517,,E14001580,-0.4551868438720703
518,518,,E14001581,0.0
519,519,,E14001582,-0.7750962972640991
520,520,,E14001583,-0.5282403230667114
521,521,,E14001584,-0.3674384653568268
522,522,,E14001585,-0.6443547606468201
523,523,,E14001586,0.0
524,524,,E14001587,-0.2915094494819641
525,525,,E14001588,-0.5675731301307678
526,526,,E14001589,0.0
527,527,,E14001590,-0.21975384652614594
528,528,,E14001591,-0.5327723026275635
529,529,,E14001592,-0.06773461401462555
530,530,,E14001593,-0.4562985599040985
531,531,,E14001594,-0.7834786772727966
532,532,,E14001595,0.0
533,533,,E14001596,0.0
534,534,,E14001597,-0.44452232122421265
535,535,,E14001598,-0.3641001582145691
536,536,,E14001599,0.0
537,537,,E14001600,-0.48125576972961426
538,538,,E14001601,-0.5576997995376587
539,539,,E14001602,-0.4367974102497101
540,540,,E14001603,-0.21572259068489075
541,541,,E14001604,0.0
542,542,,E14001605,-0.5545030832290649
543,543,,N05000001,-0.4534229338169098
544,544,,N05000002,0.0
545,545,,N05000003,-0.41199836134910583
546,546,,N05000004,-0.32117873430252075
547,547,,N05000005,-0.19955073297023773
548,548,,N05000006,-0.08941987156867981
549,549,,N05000007,-0.16649621725082397
550,550,,N05000008,0.12035231292247772
551,551,,N05000009,-0.184006929397583
552,552,,N05000010,-0.15459761023521423
553,553,,N05000011,-0.09181230515241623
554,554,,N05000012,-0.18476983904838562
555,555,,N05000013,0.0
556,556,,N05000014,-0.15918366611003876
557,557,,N05000015,-0.25976473093032837
558,558,,N05000016,-0.41065001487731934
559,559,,N05000017,-0.08802808821201324
560,560,,N05000018,-0.06949211657047272
561,561,,S14000021,-0.49196723103523254
562,562,,S14000027,-0.2317541241645813
563,563,,S14000045,-0.463904470205307
564,564,,S14000048,-0.32574471831321716
565,565,,S14000051,-0.2235630303621292
566,566,,S14000060,-0.32239851355552673
567,567,,S14000061,-0.29734766483306885
568,568,,S14000062,-0.2966097593307495
569,569,,S14000063,-0.3339241147041321
570,570,,S14000064,-0.3679342567920685
571,571,,S14000065,-0.36408427357673645
572,572,,S14000066,-0.5291468501091003
573,573,,S14000067,-0.20069453120231628
574,574,,S14000068,-0.4110870361328125
575,575,,S14000069,-0.21875832974910736
576,576,,S14000070,0.0
577,577,,S14000071,-0.46419188380241394
578,578,,S14000072,-0.38498321175575256
579,579,,S14000073,-0.5110687613487244
580,580,,S14000074,-0.43447446823120117
581,581,,S14000075,0.0
582,582,,S14000076,-0.36333519220352173
583,583,,S14000077,-0.5116564631462097
584,584,,S14000078,0.0
585,585,,S14000079,0.0
586,586,,S14000080,-0.40869778394699097
587,587,,S14000081,-0.39762985706329346
588,588,,S14000082,0.0
589,589,,S14000083,-0.322952538728714
590,590,,S14000084,0.0
591,591,,S14000085,-0.338640034198761
592,592,,S14000086,-0.42511558532714844
593,593,,S14000087,0.0
594,594,,S14000088,0.0
595,595,,S14000089,0.0
596,596,,S14000090,-0.5377240777015686
597,597,,S14000091,-0.24701911211013794
598,598,,S14000092,-0.2631742060184479
599,599,,S14000093,-0.38319993019104004
600,600,,S14000094,-0.261560320854187
601,601,,S14000095,-0.3794283866882324
602,602,,S14000096,-0.2702856957912445
603,603,,S14000097,-0.2836260199546814
604,604,,S14000098,-0.13650085031986237
605,605,,S14000099,-0.3873763680458069
606,606,,S14000100,-0.45734816789627075
607,607,,S14000101,-0.35103484988212585
608,608,,S14000102,-0.31584304571151733
609,609,,S14000103,-0.4622325897216797
610,610,,S14000104,-0.49854472279548645
611,611,,S14000105,-0.3310109078884125
612,612,,S14000106,-0.35683321952819824
613,613,,S14000107,-0.5079717040061951
614,614,,S14000108,-0.3552248477935791
615,615,,S14000109,-0.4264455735683441
616,616,,S14000110,-0.517169713973999
617,617,,S14000111,-0.4337772727012634
618,618,,W07000081,-0.2754446566104889
619,619,,W07000082,-0.31160759925842285
620,620,,W07000083,-0.46818476915359497
621,621,,W07000084,-0.3355920910835266
622,622,,W07000085,-0.38935789465904236
623,623,,W07000086,-0.3362554907798767
624,624,,W07000087,-0.47233718633651733
625,625,,W07000088,-0.27978479862213135
626,626,,W07000089,0.0
627,627,,W07000090,-0.36040768027305603
628,628,,W07000091,0.0
629,629,,W07000092,-0.29234251379966736
630,630,,W07000093,-0.5245912075042725
631,631,,W07000094,-0.3838651478290558
632,632,,W07000095,-0.49685433506965637
633,633,,W07000096,-0.5004525184631348
634,634,,W07000097,-0.7148035168647766
635,635,,W07000098,-0.6599360108375549
636,636,,W07000099,-0.4588046371936798
637,637,,W07000100,-0.7484486103057861
638,638,,W07000101,-0.400530606508255
639,639,,W07000102,-0.2122030258178711
640,640,,W07000103,-0.4661167860031128
641,641,,W07000104,-0.5080946087837219
642,642,,W07000105,-0.24422001838684082
643,643,,W07000106,-0.3415911793708801
644,644,,W07000107,-0.24751822650432587
645,645,,W07000108,0.0
646,646,,W07000109,-0.12702660262584686
647,647,,W07000110,-0.36764150857925415
648,648,,W07000111,-0.28128716349601746
649,649,,W07000112,-0.5302983522415161
