,region,constituency,name,pr_jja_trend
0,0,,E14001063,0.07371111959218979
1,1,,E14001064,0.07271083444356918
2,2,,E14001065,0.08003941178321838
3,3,,E14001066,0.0781136304140091
4,4,,E14001067,0.07493080198764801
5,5,,E14001068,0.0838356763124466
6,6,,E14001069,0.04393070563673973
7,7,,E14001070,0.08567727357149124
8,8,,E14001071,0.07178675383329391
9,9,,E14001072,0.07610677927732468
10,10,,E14001073,0.0
11,11,,E14001074,0.10319200158119202
12,12,,E14001075,0.0
13,13,,E14001076,0.12535329163074493
14,14,,E14001077,0.061702631413936615
15,15,,E14001078,0.0
16,16,,E14001079,0.09433172643184662
17,17,,E14001080,0.07892653346061707
18,18,,E14001081,0.0
19,19,,E14001082,0.06862874329090118
20,20,,E14001083,0.07754701375961304
21,21,,E14001084,0.0
22,22,,E14001085,0.07224322855472565
23,23,,E14001086,0.0
24,24,,E14001087,0.09224294871091843
25,25,,E14001088,0.04489525407552719
26,26,,E14001089,0.0
27,27,,E14001090,0.07408242672681808
28,28,,E14001091,0.0
29,29,,E14001092,0.0
30,30,,E14001093,0.0
31,31,,E14001094,0.0
32,32,,E14001095,0.07411233335733414
33,33,,E14001096,0.07285308092832565
34,34,,E14001097,0.07148905843496323
35,35,,E14001098,0.0
36,36,,E14001099,0.0
37,37,,E14001100,0.0
38,38,,E14001101,0.08449839055538177
39,39,,E14001102,0.0
40,40,,E14001103,0.0
41,41,,E14001104,0.0
42,42,,E14001105,0.10964556038379669
43,43,,E14001106,0.07754214853048325
44,44,,E14001107,0.08951685577630997
45,45,,E14001108,0.0
46,46,,E14001109,0.095054030418396
47,47,,E14001110,0.09596037864685059
48,48,,E14001111,0.0
49,49,,E14001112,0.0987498015165329
50,50,,E14001113,0.0
51,51,,E14001114,0.07985299825668335
52,52,,E14001115,0.0
53,53,,E14001116,0.0
54,54,,E14001117,0.0714833065867424
55,55,,E14001118,0.0
56,56,,E14001119,0.0
57,57,,E14001120,0.10435179620981216
58,58,,E14001121,0.05353628098964691
59,59,,E14001122,0.0
60,60,,E14001123,0.0
61,61,,E14001124,0.0
62,62,,E14001125,0.06060611084103584
63,63,,E14001126,0.07570414245128632
64,64,,E14001127,0.08257879316806793
65,65,,E14001128,0.0938381627202034
66,66,,E14001129,0.0
67,67,,E14001130,0.0
68,68,,E14001131,0.0
69,69,,E14001132,0.0
70,70,,E14001133,0.0
71,71,,E14001134,0.08846933394670486
72,72,,E14001135,0.08525348454713821
73,73,,E14001136,0.06280648708343506
74,74,,E14001137,0.0
75,75,,E14001138,0.07108765840530396
76,76,,E14001139,0.06671817600727081
77,77,,E14001140,0.07385130226612091
78,78,,E14001141,0.07546564936637878
79,79,,E14001142,0.11720646172761917
80,80,,E14001143,0.07768683135509491
81,81,,E14001144,0.09444791823625565
82,82,,E14001145,0.0
83,83,,E14001146,0.04899432137608528
84,84,,E14001147,0.10550962388515472
85,85,,E14001148,0.078371062874794
86,86,,E14001149,0.07032911479473114
87,87,,E14001150,0.07151547074317932
88,88,,E14001151,0.04426521807909012
89,89,,E14001152,0.08472973853349686
90,90,,E14001153,0.0
91,91,,E14001154,0.0
92,92,,E14001155,0.0827660784125328
93,93,,E14001156,0.052971001714468
94,94,,E14001157,0.0
95,95,,E14001158,0.0
96,96,,E14001159,0.0
97,97,,E14001160,0.0
98,98,,E14001161,0.0681668147444725
99,99,,E14001162,0.06859996914863586
100,100,,E14001163,0.07507485151290894
101,101,,E14001164,0.07033637911081314
102,102,,E14001165,0.0
103,103,,E14001166,0.08531608432531357
104,104,,E14001167,0.06903636455535889
105,105,,E14001168,0.06876552104949951
106,106,,E14001169,0.0
107,107,,E14001170,0.10339489579200745
108,108,,E14001171,0.07950982451438904
109,109,,E14001172,0.0
110,110,,E14001173,0.07279759645462036
111,111,,E14001174,0.0629182755947113
112,112,,E14001175,0.0
113,113,,E14001176,0.05114787071943283
114,114,,E14001177,0.09752455353736877
115,115,,E14001178,0.06758691370487213
116,116,,E14001179,0.08556190878152847
117,117,,E14001180,0.0
118,118,,E14001181,0.0
119,119,,E14001182,0.07723744213581085
120,120,,E14001183,0.0813244879245758
121,121,,E14001184,0.07313550263643265
122,122,,E14001185,0.06856212019920349
123,123,,E14001186,0.0
124,124,,E14001187,0.0
125,125,,E14001188,0.0
126,126,,E14001189,0.06651564687490463
127,127,,E14001190,0.07254675030708313
128,128,,E14001191,0.06562351435422897
129,129,,E14001192,0.08071516454219818
130,130,,E14001193,0.0
131,131,,E14001194,0.07442323863506317
132,132,,E14001195,0.0830431878566742
133,133,,E14001196,0.0
134,134,,E14001197,0.06602699309587479
135,135,,E14001198,0.09812016785144806
136,136,,E14001199,0.09201308339834213
137,137,,E14001200,0.09915689378976822
138,138,,E14001201,0.07684032618999481
139,139,,E14001202,0.045436304062604904
140,140,,E14001203,0.06863386929035187
141,141,,E14001204,0.0
142,142,,E14001205,0.0
143,143,,E14001206,0.0728389173746109
144,144,,E14001207,0.0
145,145,,E14001208,0.0
146,146,,E14001209,0.07000935822725296
147,147,,E14001210,0.06728324294090271
148,148,,E14001211,0.06899246573448181
149,149,,E14001212,0.06662726402282715
150,150,,E14001213,0.0
151,151,,E14001214,0.07206082344055176
152,152,,E14001215,0.0793338268995285
153,153,,E14001216,0.0
154,154,,E14001217,0.0699053630232811
155,155,,E14001218,0.0
156,156,,E14001219,0.05307312309741974
157,157,,E14001220,0.07190605998039246
158,158,,E14001221,0.0
159,159,,E14001222,0.0
160,160,,E14001223,0.0
161,161,,E14001224,0.06272425502538681
162,162,,E14001225,0.0
163,163,,E14001226,0.06594046950340271
164,164,,E14001227,0.07837644219398499
165,165,,E14001228,0.07163145393133163
166,166,,E14001229,0.06958498805761337
167,167,,E14001230,0.0737568661570549
168,168,,E14001231,0.0
169,169,,E14001232,0.07083822786808014
170,170,,E14001233,0.0758044421672821
171,171,,E14001234,0.07394969463348389
172,172,,E14001235,0.05080588907003403
173,173,,E14001236,0.0
174,174,,E14001237,0.07916586101055145
175,175,,E14001238,0.06835701316595078
176,176,,E14001239,0.04130271077156067
177,177,,E14001240,0.07160305231809616
178,178,,E14001241,0.0774182453751564
179,179,,E14001242,0.10862239450216293
180,180,,E14001243,0.0888563022017479
181,181,,E14001244,0.0
182,182,,E14001245,0.07843279838562012
183,183,,E14001246,0.0
184,184,,E14001247,0.06293375790119171
185,185,,E14001248,0.0
186,186,,E14001249,0.07452670484781265
187,187,,E14001250,0.08826766908168793
188,188,,E14001251,0.0
189,189,,E14001252,0.0
190,190,,E14001253,0.08259651064872742
191,191,,E14001254,0.062390100210905075
192,192,,E14001255,0.0
193,193,,E14001256,0.0695464015007019
194,194,,E14001257,0.07278431951999664
195,195,,E14001258,0.07610597461462021
196,196,,E14001259,0.0
197,197,,E14001260,0.0
198,198,,E14001261,0.0
199,199,,E14001262,0.0
200,200,,E14001263,0.07397628575563431
201,201,,E14001264,0.07102706283330917
202,202,,E14001265,0.0
203,203,,E14001266,0.08034370839595795
204,204,,E14001267,0.05926882475614548
205,205,,E14001268,0.07019325345754623
206,206,,E14001269,0.09075760841369629
207,207,,E14001270,0.06806588172912598
208,208,,E14001271,0.0
209,209,,E14001272,0.07171246409416199
210,210,,E14001273,0.05070623382925987
211,211,,E14001274,0.0
212,212,,E14001275,0.0
213,213,,E14001276,0.0
214,214,,E14001277,0.07920822501182556
215,215,,E14001278,0.0691719725728035
216,216,,E14001279,0.0
217,217,,E14001280,0.06743749976158142
218,218,,E14001281,0.07570262253284454
219,219,,E14001282,0.042673420161008835
220,220,,E14001283,0.06459607183933258
221,221,,E14001284,0.06839050352573395
222,222,,E14001285,0.08014238625764847
223,223,,E14001286,0.09397764503955841
224,224,,E14001287,0.08508612960577011
225,225,,E14001288,0.07428700476884842
226,226,,E14001289,0.07243446260690689
227,227,,E14001290,0.0
228,228,,E14001291,0.06488016247749329
229,229,,E14001292,0.06403174996376038
230,230,,E14001293,0.0
231,231,,E14001294,0.0729072317481041
232,232,,E14001295,0.0
233,233,,E14001296,0.0
234,234,,E14001297,0.0
235,235,,E14001298,0.07851158082485199
236,236,,E14001299,0.11374189704656601
237,237,,E14001300,0.06656345725059509
238,238,,E14001301,0.0
239,239,,E14001302,0.0
240,240,,E14001303,0.0
241,241,,E14001304,0.08253967016935349
242,242,,E14001305,0.0
243,243,,E14001306,0.0
244,244,,E14001307,0.0
245,245,,E14001308,0.1103515475988388
246,246,,E14001309,0.07636872678995132
247,247,,E14001310,0.071678526699543
248,248,,E14001311,0.08346184343099594
249,249,,E14001312,0.07487239688634872
250,250,,E14001313,0.0
251,251,,E14001314,0.09556831419467926
252,252,,E14001315,0.0
253,253,,E14001316,0.067240409553051
254,254,,E14001317,0.1065586656332016
255,255,,E14001318,0.11248081177473068
256,256,,E14001319,0.0
257,257,,E14001320,0.09438593685626984
258,258,,E14001321,0.0
259,259,,E14001322,0.10005198419094086
260,260,,E14001323,0.09674995392560959
261,261,,E14001324,0.0
262,262,,E14001325,0.10027827322483063
263,263,,E14001326,0.0
264,264,,E14001327,0.0
265,265,,E14001328,0.0
266,266,,E14001329,0.09143376350402832
267,267,,E14001330,0.06113361194729805
268,268,,E14001331,0.0
269,269,,E14001332,0.0
270,270,,E14001333,0.0
271,271,,E14001334,0.0
272,272,,E14001335,0.07507053017616272
273,273,,E14001336,0.0
274,274,,E14001337,0.0
275,275,,E14001338,0.09324458241462708
276,276,,E14001339,0.0
277,277,,E14001340,0.0903484895825386
278,278,,E14001341,0.0
279,279,,E14001342,0.07627242058515549
280,280,,E14001343,0.09090153127908707
281,281,,E14001344,0.07190797477960587
282,282,,E14001345,0.07283729314804077
283,283,,E14001346,0.07211632281541824
284,284,,E14001347,0.07078348100185394
285,285,,E14001348,0.06991329789161682
286,286,,E14001349,0.06285165995359421
287,287,,E14001350,0.09506912529468536
288,288,,E14001351,0.06093769893050194
289,289,,E14001352,0.08357871323823929
290,290,,E14001353,0.0
291,291,,E14001354,0.0
292,292,,E14001355,0.09233105927705765
293,293,,E14001356,0.0744890421628952
294,294,,E14001357,0.07981185615062714
295,295,,E14001358,0.07552224397659302
296,296,,E14001359,0.07639200240373611
297,297,,E14001360,0.07087500393390656
298,298,,E14001361,0.07103842496871948
299,299,,E14001362,0.07753218710422516
300,300,,E14001363,0.06588054448366165
301,301,,E14001364,0.07364265620708466
302,302,,E14001365,0.05299794301390648
303,303,,E14001366,0.06810080260038376
304,304,,E14001367,0.0
305,305,,E14001368,0.07391741126775742
306,306,,E14001369,0.07575242966413498
307,307,,E14001370,0.0789940357208252
308,308,,E14001371,0.07608502358198166
309,309,,E14001372,0.11724456399679184
310,310,,E14001373,0.08712438493967056
311,311,,E14001374,0.0838872566819191
312,312,,E14001375,0.08763103187084198
313,313,,E14001376,0.06425226479768753
314,314,,E14001377,0.0771745890378952
315,315,,E14001378,0.07614338397979736
316,316,,E14001379,0.0
317,317,,E14001380,0.067093625664711
318,318,,E14001381,0.0895141214132309
319,319,,E14001382,0.07196493446826935
320,320,,E14001383,0.10055357962846756
321,321,,E14001384,0.07900374382734299
322,322,,E14001385,0.09803499281406403
323,323,,E14001386,0.07046623528003693
324,324,,E14001387,0.10597208142280579
325,325,,E14001388,0.06802831590175629
326,326,,E14001389,0.0771845281124115
327,327,,E14001390,0.07073573768138885
328,328,,E14001391,0.09207011759281158
329,329,,E14001392,0.07031071931123734
330,330,,E14001393,0.06853415817022324
331,331,,E14001394,0.08390919119119644
332,332,,E14001395,0.06827247142791748
333,333,,E14001396,0.05802420154213905
334,334,,E14001397,0.08089601993560791
335,335,,E14001398,0.0657028928399086
336,336,,E14001399,0.08854283392429352
337,337,,E14001400,0.07472901791334152
338,338,,E14001401,0.08211096376180649
339,339,,E14001402,0.05825888738036156
340,340,,E14001403,0.06497135758399963
341,341,,E14001404,0.07218785583972931
342,342,,E14001405,0.06469451636075974
343,343,,E14001406,0.0
344,344,,E14001407,0.08065398037433624
345,345,,E14001408,0.06420062482357025
346,346,,E14001409,0.0
347,347,,E14001410,0.0
348,348,,E14001411,0.0761723741889
349,349,,E14001412,0.07379892468452454
350,350,,E14001413,0.07605123519897461
351,351,,E14001414,0.0
352,352,,E14001415,0.09651932120323181
353,353,,E14001416,0.0
354,354,,E14001417,0.07330784946680069
355,355,,E14001418,0.0987720713019371
356,356,,E14001419,0.0
357,357,,E14001420,0.06784322112798691
358,358,,E14001421,0.0
359,359,,E14001422,0.12031792104244232
360,360,,E14001423,0.09678655117750168
361,361,,E14001424,0.10440919548273087
362,362,,E14001425,0.07978635281324387
363,363,,E14001426,0.09609140455722809
364,364,,E14001427,0.0
365,365,,E14001428,0.09630092978477478
366,366,,E14001429,0.0
367,367,,E14001430,0.0
368,368,,E14001431,0.0
369,369,,E14001432,0.0
370,370,,E14001433,0.0
371,371,,E14001434,0.0
372,372,,E14001435,0.0
373,373,,E14001436,0.1030530035495758
374,374,,E14001437,0.06482888758182526
375,375,,E14001438,0.0
376,376,,E14001439,0.06349518895149231
377,377,,E14001440,0.07255546003580093
378,378,,E14001441,0.06993252784013748
379,379,,E14001442,0.07956589758396149
380,380,,E14001443,0.11206749081611633
381,381,,E14001444,0.0834682360291481
382,382,,E14001445,0.0
383,383,,E14001446,0.09519971907138824
384,384,,E14001447,0.0626317486166954
385,385,,E14001448,0.0
386,386,,E14001449,0.07040178775787354
387,387,,E14001450,0.10499466955661774
388,388,,E14001451,0.09980763494968414
389,389,,E14001452,0.0
390,390,,E14001453,0.0785512924194336
391,391,,E14001454,0.06784078478813171
392,392,,E14001455,0.08019544929265976
393,393,,E14001456,0.07258467376232147
394,394,,E14001457,0.07616790384054184
395,395,,E14001458,0.08321182429790497
396,396,,E14001459,0.08472833037376404
397,397,,E14001460,0.0723799616098404
398,398,,E14001461,0.07915028929710388
399,399,,E14001462,0.09043256938457489
400,400,,E14001463,0.11315033584833145
401,401,,E14001464,0.08967456966638565
402,402,,E14001465,0.07284954190254211
403,403,,E14001466,0.0966816395521164
404,404,,E14001467,0.0
405,405,,E14001468,0.09361938387155533
406,406,,E14001469,0.0
407,407,,E14001470,0.10048536956310272
408,408,,E14001471,0.08730582147836685
409,409,,E14001472,0.10678641498088837
410,410,,E14001473,0.06129854917526245
411,411,,E14001474,0.05844515934586525
412,412,,E14001475,0.11002993583679199
413,413,,E14001476,0.08418342471122742
414,414,,E14001477,0.06902235001325607
415,415,,E14001478,0.07102957367897034
416,416,,E14001479,0.07431433349847794
417,417,,E14001480,0.0622006356716156
418,418,,E14001481,0.06991542875766754
419,419,,E14001482,0.07003045827150345
420,420,,E14001483,0.07460756599903107
421,421,,E14001484,0.09911961108446121
422,422,,E14001485,0.06755176931619644
423,423,,E14001486,0.09747326374053955
424,424,,E14001487,0.07667370140552521
425,425,,E14001488,0.07898587733507156
426,426,,E14001489,0.06445722281932831
427,427,,E14001490,0.07920650392770767
428,428,,E14001491,0.10558530688285828
429,429,,E14001492,0.0
430,430,,E14001493,0.06223086640238762
431,431,,E14001494,0.05378519743680954
432,432,,E14001495,0.09347064793109894
433,433,,E14001496,0.06895550340414047
434,434,,E14001497,0.05405325070023537
435,435,,E14001498,0.07621325552463531
436,436,,E14001499,0.07872246205806732
437,437,,E14001500,0.0
438,438,,E14001501,0.0753709003329277
439,439,,E14001502,0.0
440,440,,E14001503,0.06860402226448059
441,441,,E14001504,0.10953688621520996
442,442,,E14001505,0.0
443,443,,E14001506,0.09946559369564056
444,444,,E14001507,0.0
445,445,,E14001508,0.08350872993469238
446,446,,E14001509,0.10040347278118134
447,447,,E14001510,0.08915857970714569
448,448,,E14001511,0.0734458863735199
449,449,,E14001512,0.07429640740156174
450,450,,E14001513,0.06777141988277435
451,451,,E14001514,0.07749063521623611
452,452,,E14001515,0.08776932954788208
453,453,,E14001516,0.06963470578193665
454,454,,E14001517,0.076792411506176
455,455,,E14001518,0.06927356123924255
456,456,,E14001519,0.06647244840860367
457,457,,E14001520,0.0680709034204483
458,458,,E14001521,0.06794635951519012
459,459,,E14001522,0.07005923241376877
460,460,,E14001523,0.06960050761699677
461,461,,E14001524,0.06954322755336761
462,462,,E14001525,0.0
463,463,,E14001526,0.07235216349363327
464,464,,E14001527,0.07687179744243622
465,465,,E14001528,0.0
466,466,,E14001529,0.07097246497869492
467,467,,E14001530,0.06076164171099663
468,468,,E14001531,0.06919056922197342
469,469,,E14001532,0.07439327985048294
470,470,,E14001533,0.05622656270861626
471,471,,E14001534,0.0
472,472,,E14001535,0.0
473,473,,E14001536,0.06840401142835617
474,474,,E14001537,0.0
475,475,,E14001538,0.07421094924211502
476,476,,E14001539,0.07325340807437897
477,477,,E14001540,0.061940889805555344
478,478,,E14001541,0.06131293252110481
479,479,,E14001542,0.06969195604324341
480,480,,E14001543,0.06270622462034225
481,481,,E14001544,0.07686980068683624
482,482,,E14001545,0.07792264968156815
483,483,,E14001546,0.06341813504695892
484,484,,E14001547,0.0
485,485,,E14001548,0.09004777669906616
486,486,,E14001549,0.06889647990465164
487,487,,E14001550,0.0
488,488,,E14001551,0.0
489,489,,E14001552,0.0921642929315567
490,490,,E14001553,0.0
491,491,,E14001554,0.07818913459777832
492,492,,E14001555,0.05681605637073517
493,493,,E14001556,0.0
494,494,,E14001557,0.0
495,495,,E14001558,0.0
496,496,,E14001559,0.0
497,497,,E14001560,0.09835375845432281
498,498,,E14001561,0.09448539465665817
499,499,,E14001562,0.07089735567569733
500,500,,E14001563,0.0
501,501,,E14001564,0.08491432666778564
502,502,,E14001565,0.0
503,503,,E14001566,0.07508665323257446
504,504,,E14001567,0.07068369537591934
505,505,,E14001568,0.0
506,506,,E14001569,0.05666540935635567
507,507,,E14001570,0.046740926802158356
508,508,,E14001571,0.08302249014377594
509,509,,E14001572,0.08481092751026154
510,510,,E14001573,0.06806248426437378
511,511,,E14001574,0.0
512,512,,E14001575,0.0662817433476448
513,513,,E14001576,0.0
514,514,,E14001577,0.10985883325338364
515,515,,E14001578,0.05476042628288269
516,516,,E14001579,0.06665001064538956
517,517,,E14001580,0.1126018539071083
518,518,,E14001581,0.0
519,519,,E14001582,0.08301893621683121
520,520,,E14001583,0.12165597081184387
521,521,,E14001584,0.09036722779273987
522,522,,E14001585,0.10281868278980255
523,523,,E14001586,0.0
524,524,,E14001587,0.07022827118635178
525,525,,E14001588,0.07174389064311981
526,526,,E14001589,0.0
527,527,,E14001590,0.051846943795681
528,528,,E14001591,0.07170039415359497
529,529,,E14001592,0.07532878965139389
530,530,,E14001593,0.06875888258218765
531,531,,E14001594,0.06942783296108246
532,532,,E14001595,0.0
533,533,,E14001596,0.0
534,534,,E14001597,0.06760609894990921
535,535,,E14001598,0.08807477355003357
536,536,,E14001599,0.0
537,537,,E14001600,0.06793868541717529
538,538,,E14001601,0.06769078969955444
539,539,,E14001602,0.07769959419965744
540,540,,E14001603,0.06026763841509819
541,541,,E14001604,0.0
542,542,,E14001605,0.08491159230470657
543,543,,N05000001,0.10468897223472595
544,544,,N05000002,0.0
545,545,,N05000003,0.10325485467910767
546,546,,N05000004,0.09518702328205109
547,547,,N05000005,0.10352203994989395
548,548,,N05000006,0.10260030627250671
549,549,,N05000007,0.11249804496765137
550,550,,N05000008,0.09650979936122894
551,551,,N05000009,0.09855940192937851
552,552,,N05000010,0.10030632466077805
553,553,,N05000011,0.10612832754850388
554,554,,N05000012,0.10101625323295593
555,555,,N05000013,0.0
556,556,,N05000014,0.09253355115652084
557,557,,N05000015,0.10988714545965195
558,558,,N05000016,0.10249152779579163
559,559,,N05000017,0.09768656641244888
560,560,,N05000018,0.10445578396320343
561,561,,S14000021,0.0927739143371582
562,562,,S14000027,0.04332071542739868
563,563,,S14000045,0.0867554321885109
564,564,,S14000048,0.10091999173164368
565,565,,S14000051,0.055111657828092575
566,566,,S14000060,0.06337449699640274
567,567,,S14000061,0.06285475194454193
568,568,,S14000062,0.06828081607818604
569,569,,S14000063,0.08042183518409729
570,570,,S14000064,0.07889428734779358
571,571,,S14000065,0.08173839747905731
572,572,,S14000066,0.07235179841518402
573,573,,S14000067,0.08724416047334671
574,574,,S14000068,0.07564426958560944
575,575,,S14000069,0.025836369022727013
576,576,,S14000070,0.0
577,577,,S14000071,0.06675297021865845
578,578,,S14000072,0.08806975930929184
579,579,,S14000073,0.10892700403928757
580,580,,S14000074,0.10466420650482178
581,581,,S14000075,0.0
582,582,,S14000076,0.07137887179851532
583,583,,S14000077,0.08502063900232315
584,584,,S14000078,0.0
585,585,,S14000079,0.0
586,586,,S14000080,0.08171462267637253
587,587,,S14000081,0.08104603737592697
588,588,,S14000082,0.0
589,589,,S14000083,0.07694705575704575
590,590,,S14000084,0.0
591,591,,S14000085,0.09592245519161224
592,592,,S14000086,0.09342756122350693
593,593,,S14000087,0.0
594,594,,S14000088,0.0
595,595,,S14000089,0.0
596,596,,S14000090,0.06843426078557968
597,597,,S14000091,0.07139280438423157
598,598,,S14000092,0.08246101438999176
599,599,,S14000093,0.09749515354633331
600,600,,S14000094,0.042655929923057556
601,601,,S14000095,0.08219941705465317
602,602,,S14000096,0.08453373610973358
603,603,,S14000097,0.0952875167131424
604,604,,S14000098,0.05493145436048508
605,605,,S14000099,0.08369962871074677
606,606,,S14000100,0.06913293898105621
607,607,,S14000101,0.09667027741670609
608,608,,S14000102,0.09374111890792847
609,609,,S14000103,0.08235443383455276
610,610,,S14000104,0.08732813596725464
611,611,,S14000105,0.09980469942092896
612,612,,S14000106,0.09988229721784592
613,613,,S14000107,0.0863710343837738
614,614,,S14000108,0.08451969921588898
615,615,,S14000109,0.08040697127580643
616,616,,S14000110,0.08293184638023376
617,617,,S14000111,0.07236362248659134
618,618,,W07000081,0.12679512798786163
619,619,,W07000082,0.07059958577156067
620,620,,W07000083,0.07836958765983582
621,621,,W07000084,0.10686101019382477
622,622,,W07000085,0.08599946647882462
623,623,,W07000086,0.13428109884262085
624,624,,W07000087,0.12317357212305069
625,625,,W07000088,0.12094083428382874
626,626,,W07000089,0.0
627,627,,W07000090,0.12574774026870728
628,628,,W07000091,0.0
629,629,,W07000092,0.12862274050712585
630,630,,W07000093,0.10200238227844238
631,631,,W07000094,0.07480572164058685
632,632,,W07000095,0.0839463472366333
633,633,,W07000096,0.09215771406888962
634,634,,W07000097,0.1589619666337967
635,635,,W07000098,0.15179377794265747
636,636,,W07000099,0.11466988176107407
637,637,,W07000100,0.1363399773836136
638,638,,W07000101,0.08906316757202148
639,639,,W07000102,0.07100903242826462
640,640,,W07000103,0.12825940549373627
641,641,,W07000104,0.1027778834104538
642,642,,W07000105,0.11205745488405228
643,643,,W07000106,0.11803285032510757
644,644,,W07000107,0.1272648125886917
645,645,,W07000108,0.0
646,646,,W07000109,0.10649905353784561
647,647,,W07000110,0.1338818520307541
648,648,,W07000111,0.06936782598495483
649,649,,W07000112,0.06945138424634933
